"","Taxa","plate_num","DAY","germinated","chillweeks","force","censored"
"373","Oenethera biennis",87,4,1,2,5,0
"374","Oenethera biennis",87,4,1,2,5,0
"375","Oenethera biennis",87,4,1,2,5,0
"376","Oenethera biennis",87,4,1,2,5,0
"377","Oenethera biennis",87,4,1,2,5,0
"378","Oenethera biennis",87,4,1,2,5,0
"379","Oenethera biennis",87,4,1,2,5,0
"380","Oenethera biennis",87,4,1,2,5,0
"381","Oenethera biennis",87,4,1,2,5,0
"382","Oenethera biennis",88,4,1,2,5,0
"383","Oenethera biennis",88,4,1,2,5,0
"384","Oenethera biennis",88,4,1,2,5,0
"385","Oenethera biennis",88,4,1,2,5,0
"386","Oenethera biennis",88,4,1,2,5,0
"387","Oenethera biennis",88,4,1,2,5,0
"388","Oenethera biennis",89,4,1,2,5,0
"389","Oenethera biennis",89,4,1,2,5,0
"390","Oenethera biennis",89,4,1,2,5,0
"391","Oenethera biennis",89,4,1,2,5,0
"392","Oenethera biennis",89,4,1,2,5,0
"393","Oenethera biennis",89,4,1,2,5,0
"394","Oenethera biennis",89,4,1,2,5,0
"395","Oenethera biennis",89,4,1,2,5,0
"396","Oenethera biennis",89,4,1,2,5,0
"397","Oenethera biennis",90,4,1,2,0,0
"398","Oenethera biennis",90,4,1,2,0,0
"399","Oenethera biennis",90,4,1,2,0,0
"400","Oenethera biennis",90,4,1,2,0,0
"401","Oenethera biennis",90,4,1,2,0,0
"402","Oenethera biennis",90,4,1,2,0,0
"403","Oenethera biennis",90,4,1,2,0,0
"404","Asclepias syriaca",134,4,1,2,0,0
"405","Asclepias syriaca",136,4,1,2,5,0
"406","Asclepias syriaca",136,4,1,2,5,0
"407","Asclepias syriaca",136,4,1,2,5,0
"408","Asclepias syriaca",136,4,1,2,5,0
"409","Asclepias syriaca",136,4,1,2,5,0
"410","Asclepias syriaca",136,4,1,2,5,0
"411","Asclepias syriaca",136,4,1,2,5,0
"412","Asclepias syriaca",136,4,1,2,5,0
"413","Asclepias syriaca",136,4,1,2,5,0
"414","Asclepias syriaca",136,4,1,2,5,0
"415","Asclepias syriaca",136,4,1,2,5,0
"416","Asclepias syriaca",137,4,1,2,5,0
"417","Asclepias syriaca",137,4,1,2,5,0
"418","Asclepias syriaca",137,4,1,2,5,0
"419","Asclepias syriaca",137,4,1,2,5,0
"420","Asclepias syriaca",137,4,1,2,5,0
"421","Asclepias syriaca",137,4,1,2,5,0
"422","Asclepias syriaca",137,4,1,2,5,0
"423","Asclepias syriaca",137,4,1,2,5,0
"424","Asclepias syriaca",137,4,1,2,5,0
"425","Asclepias syriaca",137,4,1,2,5,0
"426","Asclepias syriaca",138,4,1,2,5,0
"427","Asclepias syriaca",138,4,1,2,5,0
"428","Asclepias syriaca",138,4,1,2,5,0
"429","Asclepias syriaca",138,4,1,2,5,0
"430","Asclepias syriaca",138,4,1,2,5,0
"431","Asclepias syriaca",138,4,1,2,5,0
"432","Silene vulgaris",466,4,1,2,0,0
"433","Silene vulgaris",466,4,1,2,0,0
"434","Silene vulgaris",466,4,1,2,0,0
"435","Silene vulgaris",466,4,1,2,0,0
"436","Silene vulgaris",466,4,1,2,0,0
"437","Silene vulgaris",466,4,1,2,0,0
"438","Silene vulgaris",467,4,1,2,0,0
"439","Silene vulgaris",467,4,1,2,0,0
"440","Silene vulgaris",467,4,1,2,0,0
"441","Silene vulgaris",467,4,1,2,0,0
"442","Silene vulgaris",468,4,1,2,0,0
"443","Silene vulgaris",468,4,1,2,0,0
"444","Silene vulgaris",468,4,1,2,0,0
"445","Silene vulgaris",468,4,1,2,0,0
"446","Silene vulgaris",468,4,1,2,0,0
"447","Silene vulgaris",469,4,1,2,5,0
"448","Silene vulgaris",469,4,1,2,5,0
"449","Silene vulgaris",469,4,1,2,5,0
"450","Silene vulgaris",469,4,1,2,5,0
"451","Silene vulgaris",470,4,1,2,5,0
"452","Silene vulgaris",470,4,1,2,5,0
"453","Silene vulgaris",470,4,1,2,5,0
"454","Silene vulgaris",470,4,1,2,5,0
"455","Silene vulgaris",470,4,1,2,5,0
"456","Silene vulgaris",470,4,1,2,5,0
"457","Silene vulgaris",470,4,1,2,5,0
"458","Silene vulgaris",470,4,1,2,5,0
"459","Silene vulgaris",470,4,1,2,5,0
"460","Silene vulgaris",470,4,1,2,5,0
"461","Silene vulgaris",471,4,1,2,5,0
"462","Silene vulgaris",471,4,1,2,5,0
"463","Silene vulgaris",471,4,1,2,5,0
"464","Silene vulgaris",471,4,1,2,5,0
"465","Silene vulgaris",471,4,1,2,5,0
"466","Silene vulgaris",471,4,1,2,5,0
"467","Silene stellata",520,4,1,2,0,0
"468","Silene stellata",521,4,1,2,0,0
"469","Silene stellata",522,4,1,2,0,0
"470","Silene stellata",522,4,1,2,0,0
"471","Silene stellata",525,4,1,2,5,0
"472","Oenethera biennis",85,6,1,2,0,0
"473","Oenethera biennis",85,6,1,2,0,0
"474","Oenethera biennis",85,6,1,2,0,0
"475","Oenethera biennis",85,6,1,2,0,0
"476","Oenethera biennis",86,6,1,2,0,0
"477","Oenethera biennis",86,6,1,2,0,0
"478","Oenethera biennis",86,6,1,2,0,0
"479","Oenethera biennis",90,6,1,2,0,0
"480","Oenethera biennis",90,6,1,2,0,0
"481","Oenethera biennis",90,6,1,2,0,0
"482","Oenethera biennis",90,6,1,2,0,0
"483","Oenethera biennis",90,6,1,2,0,0
"484","Oenethera biennis",90,6,1,2,0,0
"485","Asclepias syriaca",134,6,1,2,0,0
"486","Asclepias syriaca",134,6,1,2,0,0
"487","Asclepias syriaca",135,6,1,2,0,0
"488","Asclepias syriaca",135,6,1,2,0,0
"489","Asclepias syriaca",136,6,1,2,5,0
"490","Asclepias syriaca",136,6,1,2,5,0
"491","Asclepias syriaca",136,6,1,2,5,0
"492","Asclepias syriaca",136,6,1,2,5,0
"493","Asclepias syriaca",136,6,1,2,5,0
"494","Asclepias syriaca",137,6,1,2,5,0
"495","Asclepias syriaca",137,6,1,2,5,0
"496","Asclepias syriaca",137,6,1,2,5,0
"497","Asclepias syriaca",137,6,1,2,5,0
"498","Asclepias syriaca",138,6,1,2,5,0
"499","Asclepias syriaca",138,6,1,2,5,0
"500","Asclepias syriaca",138,6,1,2,5,0
"501","Asclepias syriaca",138,6,1,2,5,0
"502","Asclepias syriaca",138,6,1,2,5,0
"503","Asclepias syriaca",138,6,1,2,5,0
"504","Eurbia diviricata",250,6,1,2,5,0
"505","Silene vulgaris",466,6,1,2,0,0
"506","Silene vulgaris",466,6,1,2,0,0
"507","Silene vulgaris",466,6,1,2,0,0
"508","Silene vulgaris",467,6,1,2,0,0
"509","Silene vulgaris",467,6,1,2,0,0
"510","Silene vulgaris",467,6,1,2,0,0
"511","Silene vulgaris",467,6,1,2,0,0
"512","Silene vulgaris",468,6,1,2,0,0
"513","Silene vulgaris",468,6,1,2,0,0
"514","Silene vulgaris",468,6,1,2,0,0
"515","Silene vulgaris",468,6,1,2,0,0
"516","Silene vulgaris",468,6,1,2,0,0
"517","Silene vulgaris",468,6,1,2,0,0
"518","Silene vulgaris",468,6,1,2,0,0
"519","Silene vulgaris",468,6,1,2,0,0
"520","Silene vulgaris",469,6,1,2,5,0
"521","Silene vulgaris",470,6,1,2,5,0
"522","Silene vulgaris",470,6,1,2,5,0
"523","Silene vulgaris",471,6,1,2,5,0
"524","Silene vulgaris",471,6,1,2,5,0
"525","Silene vulgaris",471,6,1,2,5,0
"526","Silene vulgaris",471,6,1,2,5,0
"527","Silene vulgaris",471,6,1,2,5,0
"528","Silene stellata",520,6,1,2,0,0
"529","Silene stellata",523,6,1,2,5,0
"530","Anemone virginana",578,6,1,2,5,0
"531","Anemone virginana",578,6,1,2,5,0
"532","Oenethera biennis",85,7,1,2,0,0
"533","Oenethera biennis",86,7,1,2,0,0
"534","Asclepias syriaca",133,7,1,2,0,0
"535","Asclepias syriaca",134,7,1,2,0,0
"536","Asclepias syriaca",134,7,1,2,0,0
"537","Asclepias syriaca",135,7,1,2,0,0
"538","Asclepias syriaca",135,7,1,2,0,0
"539","Asclepias syriaca",136,7,1,2,5,0
"540","Asclepias syriaca",137,7,1,2,5,0
"541","Asclepias syriaca",137,7,1,2,5,0
"542","Asclepias syriaca",138,7,1,2,5,0
"543","Silene vulgaris",466,7,1,2,0,0
"544","Silene vulgaris",466,7,1,2,0,0
"545","Silene vulgaris",466,7,1,2,0,0
"546","Silene vulgaris",466,7,1,2,0,0
"547","Silene vulgaris",468,7,1,2,0,0
"548","Silene vulgaris",471,7,1,2,5,0
"549","Silene stellata",520,7,1,2,0,0
"550","Anemone virginana",575,7,1,2,0,0
"551","Asclepias syriaca",133,8,1,2,0,0
"552","Asclepias syriaca",133,8,1,2,0,0
"553","Asclepias syriaca",133,8,1,2,0,0
"554","Asclepias syriaca",134,8,1,2,0,0
"555","Asclepias syriaca",134,8,1,2,0,0
"556","Asclepias syriaca",134,8,1,2,0,0
"557","Asclepias syriaca",135,8,1,2,0,0
"558","Asclepias syriaca",135,8,1,2,0,0
"559","Asclepias syriaca",135,8,1,2,0,0
"560","Asclepias syriaca",135,8,1,2,0,0
"561","Asclepias syriaca",135,8,1,2,0,0
"562","Asclepias syriaca",138,8,1,2,5,0
"563","Cryptotaenia canadensis",183,8,1,2,0,0
"564","Cryptotaenia canadensis",183,8,1,2,0,0
"565","Cryptotaenia canadensis",183,8,1,2,0,0
"566","Cryptotaenia canadensis",185,8,1,2,5,0
"567","Silene vulgaris",468,8,1,2,0,0
"568","Silene vulgaris",471,8,1,2,5,0
"569","Silene vulgaris",471,8,1,2,5,0
"570","Silene stellata",522,8,1,2,0,0
"571","Anemone virginana",579,8,1,2,5,0
"572","Asclepias syriaca",133,10,1,2,0,0
"573","Asclepias syriaca",133,10,1,2,0,0
"574","Asclepias syriaca",133,10,1,2,0,0
"575","Asclepias syriaca",133,10,1,2,0,0
"576","Asclepias syriaca",133,10,1,2,0,0
"577","Asclepias syriaca",133,10,1,2,0,0
"578","Asclepias syriaca",133,10,1,2,0,0
"579","Asclepias syriaca",133,10,1,2,0,0
