"X","zero_day","tot_seed","Taxa","INC","COLD","plate_num","viable","chill_germ","mold","adj_total","date","germ_num","day","DAY","germ.daily","germ_perc","chill_time","chillweeks","force"
43,"8.27.18",10,"Phlox cuspidata","H","0",43,7,0,0,8,"2018-08-27",0,239,0,0,0,0,0,1
44,"8.27.18",10,"Phlox cuspidata","H","0",44,8,0,1,8,"2018-08-27",0,239,0,0,0,0,0,1
45,"8.27.18",10,"Phlox cuspidata","H","0",45,8,0,0,8,"2018-08-27",0,239,0,0,0,0,0,1
46,"8.27.18",10,"Phlox cuspidata","L","0",46,9,0,0,9,"2018-08-27",0,239,0,0,0,0,0,0
47,"8.27.18",10,"Phlox cuspidata","L","0",47,7,0,0,9,"2018-08-27",0,239,0,0,0,0,0,0
48,"8.27.18",10,"Phlox cuspidata","L","0",48,8,0,0,8,"2018-08-27",0,239,0,0,0,0,0,0
49,"8.27.18",20,"Silene stellata","H","0",49,13,0,0,16,"2018-08-27",0,239,0,0,0,0,0,1
50,"8.27.18",20,"Silene stellata","H","0",50,17,0,0,19,"2018-08-27",0,239,0,0,0,0,0,1
51,"8.27.18",20,"Silene stellata","H","0",51,17,0,0,19,"2018-08-27",0,239,0,0,0,0,0,1
52,"8.27.18",20,"Silene stellata","L","0",52,19,0,0,21,"2018-08-27",0,239,0,0,0,0,0,0
53,"8.27.18",20,"Silene stellata","L","0",53,17,0,0,19,"2018-08-27",0,239,0,0,0,0,0,0
54,"8.27.18",20,"Silene stellata","L","0",54,16,0,0,19,"2018-08-27",0,239,0,0,0,0,0,0
55,"8.27.18",20,"Silene vulgaris","H","0",55,9,0,0,17,"2018-08-27",0,239,0,0,0,0,0,1
56,"8.27.18",20,"Silene vulgaris","H","0",56,5,0,0,18,"2018-08-27",0,239,0,0,0,0,0,1
57,"8.27.18",20,"Silene vulgaris","H","0",57,6,0,0,15,"2018-08-27",0,239,0,0,0,0,0,1
58,"8.27.18",20,"Silene vulgaris","L","0",58,6,0,0,20,"2018-08-27",0,239,0,0,0,0,0,0
59,"8.27.18",20,"Silene vulgaris","L","0",59,0,0,0,20,"2018-08-27",0,239,0,0,0,0,0,0
60,"8.27.18",20,"Silene vulgaris","L","0",60,2,0,0,20,"2018-08-27",0,239,0,0,0,0,0,0
61,"8.27.18",20,"Eurbia diviricata","H","0",61,7,0,8,9,"2018-08-27",0,239,0,0,0,0,0,1
62,"8.27.18",20,"Eurbia diviricata","H","0",62,11,0,5,13,"2018-08-27",0,239,0,0,0,0,0,1
63,"8.27.18",20,"Eurbia diviricata","H","0",63,13,0,0,13,"2018-08-27",0,239,0,0,0,0,0,1
64,"8.27.18",20,"Eurbia diviricata","L","0",64,13,0,5,15,"2018-08-27",0,239,0,0,0,0,0,0
65,"8.27.18",20,"Eurbia diviricata","L","0",65,14,0,2,16,"2018-08-27",0,239,0,0,0,0,0,0
66,"8.27.18",20,"Eurbia diviricata","L","0",66,6,0,10,6,"2018-08-27",0,239,0,0,0,0,0,0
67,"8.27.18",10,"Thalictrum dioicum","H","0",67,1,0,9,1,"2018-08-27",0,239,0,0,0,0,0,1
68,"8.27.18",10,"Thalictrum dioicum","H","0",68,4,0,6,4,"2018-08-27",0,239,0,0,0,0,0,1
69,"8.27.18",10,"Thalictrum dioicum","H","0",69,5,0,5,5,"2018-08-27",0,239,0,0,0,0,0,1
70,"8.27.18",10,"Thalictrum dioicum","L","0",70,9,0,1,9,"2018-08-27",0,239,0,0,0,0,0,0
71,"8.27.18",10,"Thalictrum dioicum","L","0",71,6,0,4,6,"2018-08-27",0,239,0,0,0,0,0,0
72,"8.27.18",10,"Thalictrum dioicum","L","0",72,4,0,6,4,"2018-08-27",0,239,0,0,0,0,0,0
73,"8.27.18",20,"Anemone virginana","H","0",73,1,0,0,20,"2018-08-27",0,239,0,0,0,0,0,1
74,"8.27.18",20,"Anemone virginana","H","0",74,2,0,0,20,"2018-08-27",0,239,0,0,0,0,0,1
75,"8.27.18",20,"Anemone virginana","H","0",75,0,0,0,17,"2018-08-27",0,239,0,0,0,0,0,1
76,"8.27.18",20,"Anemone virginana","L","0",76,3,0,0,17,"2018-08-27",0,239,0,0,0,0,0,0
77,"8.27.18",20,"Anemone virginana","L","0",77,3,0,0,18,"2018-08-27",0,239,0,0,0,0,0,0
78,"8.27.18",20,"Anemone virginana","L","0",78,3,0,0,15,"2018-08-27",0,239,0,0,0,0,0,0
79,"8.27.18",10,"Impatiens capensis","H","0",79,1,0,9,1,"2018-08-27",0,239,0,0,0,0,0,1
80,"8.27.18",10,"Impatiens capensis","H","0",80,0,0,10,0,"2018-08-27",0,239,0,0,0,0,0,1
81,"8.27.18",10,"Impatiens capensis","H","0",81,4,0,8,4,"2018-08-27",0,239,0,0,0,0,0,1
82,"8.27.18",10,"Impatiens capensis","L","0",82,0,0,10,0,"2018-08-27",0,239,0,0,0,0,0,0
83,"8.27.18",10,"Impatiens capensis","L","0",83,0,0,0,0,"2018-08-27",0,239,0,0,0,0,0,0
84,"8.27.18",10,"Impatiens capensis","L","0",84,0,0,0,0,"2018-08-27",0,239,0,0,0,0,0,0
85,"8.27.18",20,"Oenethera biennis","H","0",1,5,0,0,20,"2018-08-28",0,240,1,0,0,0,0,1
86,"8.27.18",20,"Oenethera biennis","H","0",2,3,0,2,18,"2018-08-28",0,240,1,0,0,0,0,1
87,"8.27.18",20,"Oenethera biennis","H","0",3,1,0,0,18,"2018-08-28",0,240,1,0,0,0,0,1
88,"8.27.18",20,"Oenethera biennis","L","0",4,3,0,2,15,"2018-08-28",0,240,1,0,0,0,0,0
89,"8.27.18",20,"Oenethera biennis","L","0",5,8,0,0,12,"2018-08-28",0,240,1,0,0,0,0,0
90,"8.27.18",20,"Oenethera biennis","L","0",6,2,0,0,13,"2018-08-28",0,240,1,0,0,0,0,0
91,"8.27.18",20,"Cryptotaenia canadensis","H","0",7,19,0,0,19,"2018-08-28",0,240,1,0,0,0,0,1
92,"8.27.18",20,"Cryptotaenia canadensis","H","0",8,16,0,2,16,"2018-08-28",0,240,1,0,0,0,0,1
93,"8.27.18",20,"Cryptotaenia canadensis","H","0",9,14,0,1,18,"2018-08-28",0,240,1,0,0,0,0,1
94,"8.27.18",20,"Cryptotaenia canadensis","L","0",10,19,0,0,19,"2018-08-28",0,240,1,0,0,0,0,0
95,"8.27.18",20,"Cryptotaenia canadensis","L","0",11,19,0,2,19,"2018-08-28",0,240,1,0,0,0,0,0
96,"8.27.18",20,"Cryptotaenia canadensis","L","0",12,18,0,0,18,"2018-08-28",0,240,1,0,0,0,0,0
97,"8.27.18",20,"Hesperis matronalis","H","0",13,3,0,0,19,"2018-08-28",2,240,1,2,0.1,0,0,1
98,"8.27.18",20,"Hesperis matronalis","H","0",14,4,0,0,19,"2018-08-28",2,240,1,2,0.1,0,0,1
99,"8.27.18",20,"Hesperis matronalis","H","0",15,4,0,0,20,"2018-08-28",3,240,1,3,0.15,0,0,1
100,"8.27.18",20,"Hesperis matronalis","L","0",16,8,0,0,20,"2018-08-28",1,240,1,1,0.05,0,0,0
101,"8.27.18",20,"Hesperis matronalis","L","0",17,3,0,0,20,"2018-08-28",1,240,1,1,0.05,0,0,0
102,"8.27.18",20,"Hesperis matronalis","L","0",18,4,0,0,20,"2018-08-28",1,240,1,1,0.05,0,0,0
103,"8.27.18",20,"Polygonum virginiatum","H","0",19,15,0,5,15,"2018-08-28",0,240,1,0,0,0,0,1
104,"8.27.18",20,"Polygonum virginiatum","H","0",20,18,0,0,18,"2018-08-28",0,240,1,0,0,0,0,1
105,"8.27.18",20,"Polygonum virginiatum","H","0",21,19,0,1,19,"2018-08-28",0,240,1,0,0,0,0,1
106,"8.27.18",20,"Polygonum virginiatum","L","0",22,20,0,0,20,"2018-08-28",0,240,1,0,0,0,0,0
107,"8.27.18",20,"Polygonum virginiatum","L","0",23,20,0,0,20,"2018-08-28",0,240,1,0,0,0,0,0
108,"8.27.18",20,"Polygonum virginiatum","L","0",24,18,0,2,18,"2018-08-28",0,240,1,0,0,0,0,0
109,"8.27.18",20,"Asclepias syriaca","H","0",25,3,0,1,17,"2018-08-28",0,240,1,0,0,0,0,1
110,"8.27.18",20,"Asclepias syriaca","H","0",26,15,0,0,20,"2018-08-28",0,240,1,0,0,0,0,1
111,"8.27.18",20,"Asclepias syriaca","H","0",27,3,0,0,18,"2018-08-28",0,240,1,0,0,0,0,1
112,"8.27.18",20,"Asclepias syriaca","L","0",28,8,0,0,16,"2018-08-28",0,240,1,0,0,0,0,0
113,"8.27.18",20,"Asclepias syriaca","L","0",29,15,0,0,21,"2018-08-28",0,240,1,0,0,0,0,0
114,"8.27.18",20,"Asclepias syriaca","L","0",30,11,0,0,15,"2018-08-28",0,240,1,0,0,0,0,0
115,"8.27.18",20,"Carex grayi","H","0",31,18,0,0,18,"2018-08-28",0,240,1,0,0,0,0,1
116,"8.27.18",20,"Carex grayi","H","0",32,19,0,0,20,"2018-08-28",0,240,1,0,0,0,0,1
117,"8.27.18",20,"Carex grayi","H","0",33,18,0,1,19,"2018-08-28",0,240,1,0,0,0,0,1
118,"8.27.18",20,"Carex grayi","L","0",34,20,0,0,20,"2018-08-28",0,240,1,0,0,0,0,0
119,"8.27.18",20,"Carex grayi","L","0",35,19,0,1,19,"2018-08-28",0,240,1,0,0,0,0,0
120,"8.27.18",20,"Carex grayi","L","0",36,20,0,0,20,"2018-08-28",0,240,1,0,0,0,0,0
121,"8.27.18",20,"Carex grisea","H","0",37,13,0,0,13,"2018-08-28",0,240,1,0,0,0,0,1
122,"8.27.18",20,"Carex grisea","H","0",38,19,0,1,19,"2018-08-28",0,240,1,0,0,0,0,1
123,"8.27.18",20,"Carex grisea","H","0",39,20,0,0,20,"2018-08-28",0,240,1,0,0,0,0,1
124,"8.27.18",20,"Carex grisea","L","0",40,17,0,0,17,"2018-08-28",0,240,1,0,0,0,0,0
125,"8.27.18",20,"Carex grisea","L","0",41,16,0,0,16,"2018-08-28",0,240,1,0,0,0,0,0
126,"8.27.18",20,"Carex grisea","L","0",42,17,0,2,17,"2018-08-28",0,240,1,0,0,0,0,0
127,"8.27.18",10,"Phlox cuspidata","H","0",43,7,0,0,8,"2018-08-28",0,240,1,0,0,0,0,1
128,"8.27.18",10,"Phlox cuspidata","H","0",44,8,0,1,8,"2018-08-28",0,240,1,0,0,0,0,1
129,"8.27.18",10,"Phlox cuspidata","H","0",45,8,0,0,8,"2018-08-28",0,240,1,0,0,0,0,1
130,"8.27.18",10,"Phlox cuspidata","L","0",46,9,0,0,9,"2018-08-28",0,240,1,0,0,0,0,0
131,"8.27.18",10,"Phlox cuspidata","L","0",47,7,0,0,9,"2018-08-28",0,240,1,0,0,0,0,0
132,"8.27.18",10,"Phlox cuspidata","L","0",48,8,0,0,8,"2018-08-28",0,240,1,0,0,0,0,0
133,"8.27.18",20,"Silene stellata","H","0",49,13,0,0,16,"2018-08-28",0,240,1,0,0,0,0,1
134,"8.27.18",20,"Silene stellata","H","0",50,17,0,0,19,"2018-08-28",0,240,1,0,0,0,0,1
135,"8.27.18",20,"Silene stellata","H","0",51,17,0,0,19,"2018-08-28",0,240,1,0,0,0,0,1
136,"8.27.18",20,"Silene stellata","L","0",52,19,0,0,21,"2018-08-28",0,240,1,0,0,0,0,0
137,"8.27.18",20,"Silene stellata","L","0",53,17,0,0,19,"2018-08-28",0,240,1,0,0,0,0,0
138,"8.27.18",20,"Silene stellata","L","0",54,16,0,0,19,"2018-08-28",0,240,1,0,0,0,0,0
139,"8.27.18",20,"Silene vulgaris","H","0",55,9,0,0,17,"2018-08-28",0,240,1,0,0,0,0,1
140,"8.27.18",20,"Silene vulgaris","H","0",56,5,0,0,18,"2018-08-28",0,240,1,0,0,0,0,1
141,"8.27.18",20,"Silene vulgaris","H","0",57,6,0,0,15,"2018-08-28",0,240,1,0,0,0,0,1
142,"8.27.18",20,"Silene vulgaris","L","0",58,6,0,0,20,"2018-08-28",0,240,1,0,0,0,0,0
143,"8.27.18",20,"Silene vulgaris","L","0",59,0,0,0,20,"2018-08-28",0,240,1,0,0,0,0,0
144,"8.27.18",20,"Silene vulgaris","L","0",60,2,0,0,20,"2018-08-28",0,240,1,0,0,0,0,0
145,"8.27.18",20,"Eurbia diviricata","H","0",61,7,0,8,9,"2018-08-28",0,240,1,0,0,0,0,1
146,"8.27.18",20,"Eurbia diviricata","H","0",62,11,0,5,13,"2018-08-28",0,240,1,0,0,0,0,1
147,"8.27.18",20,"Eurbia diviricata","H","0",63,13,0,0,13,"2018-08-28",0,240,1,0,0,0,0,1
148,"8.27.18",20,"Eurbia diviricata","L","0",64,13,0,5,15,"2018-08-28",0,240,1,0,0,0,0,0
149,"8.27.18",20,"Eurbia diviricata","L","0",65,14,0,2,16,"2018-08-28",0,240,1,0,0,0,0,0
150,"8.27.18",20,"Eurbia diviricata","L","0",66,6,0,10,6,"2018-08-28",0,240,1,0,0,0,0,0
151,"8.27.18",10,"Thalictrum dioicum","H","0",67,1,0,9,1,"2018-08-28",0,240,1,0,0,0,0,1
152,"8.27.18",10,"Thalictrum dioicum","H","0",68,4,0,6,4,"2018-08-28",0,240,1,0,0,0,0,1
153,"8.27.18",10,"Thalictrum dioicum","H","0",69,5,0,5,5,"2018-08-28",0,240,1,0,0,0,0,1
154,"8.27.18",10,"Thalictrum dioicum","L","0",70,9,0,1,9,"2018-08-28",0,240,1,0,0,0,0,0
155,"8.27.18",10,"Thalictrum dioicum","L","0",71,6,0,4,6,"2018-08-28",0,240,1,0,0,0,0,0
156,"8.27.18",10,"Thalictrum dioicum","L","0",72,4,0,6,4,"2018-08-28",0,240,1,0,0,0,0,0
157,"8.27.18",20,"Anemone virginana","H","0",73,1,0,0,20,"2018-08-28",0,240,1,0,0,0,0,1
158,"8.27.18",20,"Anemone virginana","H","0",74,2,0,0,20,"2018-08-28",0,240,1,0,0,0,0,1
159,"8.27.18",20,"Anemone virginana","H","0",75,0,0,0,17,"2018-08-28",0,240,1,0,0,0,0,1
160,"8.27.18",20,"Anemone virginana","L","0",76,3,0,0,17,"2018-08-28",0,240,1,0,0,0,0,0
161,"8.27.18",20,"Anemone virginana","L","0",77,3,0,0,18,"2018-08-28",0,240,1,0,0,0,0,0
162,"8.27.18",20,"Anemone virginana","L","0",78,3,0,0,15,"2018-08-28",0,240,1,0,0,0,0,0
163,"8.27.18",10,"Impatiens capensis","H","0",79,1,0,9,1,"2018-08-28",0,240,1,0,0,0,0,1
164,"8.27.18",10,"Impatiens capensis","H","0",80,0,0,10,0,"2018-08-28",0,240,1,0,0,0,0,1
165,"8.27.18",10,"Impatiens capensis","H","0",81,4,0,8,4,"2018-08-28",0,240,1,0,0,0,0,1
166,"8.27.18",10,"Impatiens capensis","L","0",82,0,0,10,0,"2018-08-28",0,240,1,0,0,0,0,0
167,"8.27.18",10,"Impatiens capensis","L","0",83,0,0,0,0,"2018-08-28",0,240,1,0,0,0,0,0
168,"8.27.18",10,"Impatiens capensis","L","0",84,0,0,0,0,"2018-08-28",0,240,1,0,0,0,0,0
169,"8.27.18",20,"Oenethera biennis","H","0",1,5,0,0,20,"2018-08-29",0,241,2,0,0,0,0,1
170,"8.27.18",20,"Oenethera biennis","H","0",2,3,0,2,18,"2018-08-29",0,241,2,0,0,0,0,1
171,"8.27.18",20,"Oenethera biennis","H","0",3,1,0,0,18,"2018-08-29",0,241,2,0,0,0,0,1
172,"8.27.18",20,"Oenethera biennis","L","0",4,3,0,2,15,"2018-08-29",0,241,2,0,0,0,0,0
173,"8.27.18",20,"Oenethera biennis","L","0",5,8,0,0,12,"2018-08-29",0,241,2,0,0,0,0,0
174,"8.27.18",20,"Oenethera biennis","L","0",6,2,0,0,13,"2018-08-29",0,241,2,0,0,0,0,0
175,"8.27.18",20,"Cryptotaenia canadensis","H","0",7,19,0,0,19,"2018-08-29",0,241,2,0,0,0,0,1
176,"8.27.18",20,"Cryptotaenia canadensis","H","0",8,16,0,2,16,"2018-08-29",0,241,2,0,0,0,0,1
177,"8.27.18",20,"Cryptotaenia canadensis","H","0",9,14,0,1,18,"2018-08-29",0,241,2,0,0,0,0,1
178,"8.27.18",20,"Cryptotaenia canadensis","L","0",10,19,0,0,19,"2018-08-29",0,241,2,0,0,0,0,0
179,"8.27.18",20,"Cryptotaenia canadensis","L","0",11,19,0,2,19,"2018-08-29",0,241,2,0,0,0,0,0
180,"8.27.18",20,"Cryptotaenia canadensis","L","0",12,18,0,0,18,"2018-08-29",0,241,2,0,0,0,0,0
181,"8.27.18",20,"Hesperis matronalis","H","0",13,3,0,0,19,"2018-08-29",7,241,2,5,0.35,0,0,1
182,"8.27.18",20,"Hesperis matronalis","H","0",14,4,0,0,19,"2018-08-29",5,241,2,3,0.25,0,0,1
183,"8.27.18",20,"Hesperis matronalis","H","0",15,4,0,0,20,"2018-08-29",6,241,2,3,0.3,0,0,1
184,"8.27.18",20,"Hesperis matronalis","L","0",16,8,0,0,20,"2018-08-29",3,241,2,2,0.15,0,0,0
185,"8.27.18",20,"Hesperis matronalis","L","0",17,3,0,0,20,"2018-08-29",3,241,2,2,0.15,0,0,0
186,"8.27.18",20,"Hesperis matronalis","L","0",18,4,0,0,20,"2018-08-29",2,241,2,1,0.1,0,0,0
187,"8.27.18",20,"Polygonum virginiatum","H","0",19,15,0,5,15,"2018-08-29",0,241,2,0,0,0,0,1
188,"8.27.18",20,"Polygonum virginiatum","H","0",20,18,0,0,18,"2018-08-29",0,241,2,0,0,0,0,1
189,"8.27.18",20,"Polygonum virginiatum","H","0",21,19,0,1,19,"2018-08-29",0,241,2,0,0,0,0,1
190,"8.27.18",20,"Polygonum virginiatum","L","0",22,20,0,0,20,"2018-08-29",0,241,2,0,0,0,0,0
191,"8.27.18",20,"Polygonum virginiatum","L","0",23,20,0,0,20,"2018-08-29",0,241,2,0,0,0,0,0
192,"8.27.18",20,"Polygonum virginiatum","L","0",24,18,0,2,18,"2018-08-29",0,241,2,0,0,0,0,0
193,"8.27.18",20,"Asclepias syriaca","H","0",25,3,0,1,17,"2018-08-29",0,241,2,0,0,0,0,1
194,"8.27.18",20,"Asclepias syriaca","H","0",26,15,0,0,20,"2018-08-29",0,241,2,0,0,0,0,1
195,"8.27.18",20,"Asclepias syriaca","H","0",27,3,0,0,18,"2018-08-29",0,241,2,0,0,0,0,1
196,"8.27.18",20,"Asclepias syriaca","L","0",28,8,0,0,16,"2018-08-29",0,241,2,0,0,0,0,0
197,"8.27.18",20,"Asclepias syriaca","L","0",29,15,0,0,21,"2018-08-29",0,241,2,0,0,0,0,0
198,"8.27.18",20,"Asclepias syriaca","L","0",30,11,0,0,15,"2018-08-29",0,241,2,0,0,0,0,0
199,"8.27.18",20,"Carex grayi","H","0",31,18,0,0,18,"2018-08-29",0,241,2,0,0,0,0,1
200,"8.27.18",20,"Carex grayi","H","0",32,19,0,0,20,"2018-08-29",0,241,2,0,0,0,0,1
201,"8.27.18",20,"Carex grayi","H","0",33,18,0,1,19,"2018-08-29",0,241,2,0,0,0,0,1
202,"8.27.18",20,"Carex grayi","L","0",34,20,0,0,20,"2018-08-29",0,241,2,0,0,0,0,0
203,"8.27.18",20,"Carex grayi","L","0",35,19,0,1,19,"2018-08-29",0,241,2,0,0,0,0,0
204,"8.27.18",20,"Carex grayi","L","0",36,20,0,0,20,"2018-08-29",0,241,2,0,0,0,0,0
205,"8.27.18",20,"Carex grisea","H","0",37,13,0,0,13,"2018-08-29",0,241,2,0,0,0,0,1
206,"8.27.18",20,"Carex grisea","H","0",38,19,0,1,19,"2018-08-29",0,241,2,0,0,0,0,1
207,"8.27.18",20,"Carex grisea","H","0",39,20,0,0,20,"2018-08-29",0,241,2,0,0,0,0,1
208,"8.27.18",20,"Carex grisea","L","0",40,17,0,0,17,"2018-08-29",0,241,2,0,0,0,0,0
209,"8.27.18",20,"Carex grisea","L","0",41,16,0,0,16,"2018-08-29",0,241,2,0,0,0,0,0
210,"8.27.18",20,"Carex grisea","L","0",42,17,0,2,17,"2018-08-29",0,241,2,0,0,0,0,0
211,"8.27.18",10,"Phlox cuspidata","H","0",43,7,0,0,8,"2018-08-29",0,241,2,0,0,0,0,1
212,"8.27.18",10,"Phlox cuspidata","H","0",44,8,0,1,8,"2018-08-29",0,241,2,0,0,0,0,1
213,"8.27.18",10,"Phlox cuspidata","H","0",45,8,0,0,8,"2018-08-29",0,241,2,0,0,0,0,1
214,"8.27.18",10,"Phlox cuspidata","L","0",46,9,0,0,9,"2018-08-29",0,241,2,0,0,0,0,0
215,"8.27.18",10,"Phlox cuspidata","L","0",47,7,0,0,9,"2018-08-29",0,241,2,0,0,0,0,0
216,"8.27.18",10,"Phlox cuspidata","L","0",48,8,0,0,8,"2018-08-29",0,241,2,0,0,0,0,0
217,"8.27.18",20,"Silene stellata","H","0",49,13,0,0,16,"2018-08-29",0,241,2,0,0,0,0,1
218,"8.27.18",20,"Silene stellata","H","0",50,17,0,0,19,"2018-08-29",0,241,2,0,0,0,0,1
219,"8.27.18",20,"Silene stellata","H","0",51,17,0,0,19,"2018-08-29",0,241,2,0,0,0,0,1
220,"8.27.18",20,"Silene stellata","L","0",52,19,0,0,21,"2018-08-29",0,241,2,0,0,0,0,0
221,"8.27.18",20,"Silene stellata","L","0",53,17,0,0,19,"2018-08-29",0,241,2,0,0,0,0,0
222,"8.27.18",20,"Silene stellata","L","0",54,16,0,0,19,"2018-08-29",0,241,2,0,0,0,0,0
223,"8.27.18",20,"Silene vulgaris","H","0",55,9,0,0,17,"2018-08-29",0,241,2,0,0,0,0,1
224,"8.27.18",20,"Silene vulgaris","H","0",56,5,0,0,18,"2018-08-29",0,241,2,0,0,0,0,1
225,"8.27.18",20,"Silene vulgaris","H","0",57,6,0,0,15,"2018-08-29",1,241,2,1,0.05,0,0,1
226,"8.27.18",20,"Silene vulgaris","L","0",58,6,0,0,20,"2018-08-29",0,241,2,0,0,0,0,0
227,"8.27.18",20,"Silene vulgaris","L","0",59,0,0,0,20,"2018-08-29",0,241,2,0,0,0,0,0
228,"8.27.18",20,"Silene vulgaris","L","0",60,2,0,0,20,"2018-08-29",0,241,2,0,0,0,0,0
229,"8.27.18",20,"Eurbia diviricata","H","0",61,7,0,8,9,"2018-08-29",0,241,2,0,0,0,0,1
230,"8.27.18",20,"Eurbia diviricata","H","0",62,11,0,5,13,"2018-08-29",0,241,2,0,0,0,0,1
231,"8.27.18",20,"Eurbia diviricata","H","0",63,13,0,0,13,"2018-08-29",0,241,2,0,0,0,0,1
232,"8.27.18",20,"Eurbia diviricata","L","0",64,13,0,5,15,"2018-08-29",0,241,2,0,0,0,0,0
